sentence_A,sentence_B,relatedness_score
The little boy is sticking his tongue out for the camera and another boy is looking on,A little boy is sticking his tongue out for the camera and another boy is looking on,-0.9500000000000002
A little boy is sticking his tongue out for the camera and another boy is looking on,A little boy is sticking his tongue out for the camera and another boy is not looking,-0.6000000000000001
Two young boys are looking up at the camera and one is sticking out his tongue,The little boy is sticking his tongue out for the camera and another boy is looking on,-0.7000000000000002
Two young boys are looking up at the camera and one is sticking out his tongue,A little boy is sticking his tongue out for the camera and another boy is not looking,-0.44999999999999996
A little boy is sticking his tongue out for the camera and another boy is looking on,Two kids are looking up at the camera and one is sticking out his tongue,-0.7000000000000002
Two young girl are looking up at the camera and one is sticking out his tongue,A little boy is sticking his tongue out for the camera and another boy is looking on,-0.10000000000000009
A little boy is sticking his tongue out for the camera and another boy is looking on,Two young boys are looking up at the camera and one is sticking out his tongue,-0.44999999999999996
The large dog is walking outside and is carrying a colorful toy in its mouth,The large dog is walking outside and is holding a colorful toy in its mouth,-0.8999999999999999
The small dog is walking outside and is carrying a colorful toy in its mouth,The large dog is walking outside and is carrying a colorful toy in its mouth,-0.30000000000000004
A dog is running on concrete and is holding a blue ball,A dog is running on concrete and is holding a ball,-0.8500000000000001
A dog is standing on concrete and is holding a blue ball,A dog is running on concrete and is holding a blue ball,-0.6000000000000001
A dog is running on concrete and is holding a ball,The large dog is walking outside and is carrying a colorful toy in its mouth,-0.30000000000000004
A dog is standing on concrete and is holding a blue ball,The large dog is walking outside and is carrying a colorful toy in its mouth,-0.5499999999999998
A dog is running on concrete and is holding a blue ball,The large dog is walking outside and is holding a colorful toy in its mouth,-0.25
The small dog is walking outside and is carrying a colorful toy in its mouth,A dog is running on concrete and is holding a blue ball,-0.30000000000000004
A dog is running on concrete and is holding a blue ball,The large dog is walking outside and is carrying a colorful toy in its mouth,-0.30000000000000004
A laughing child is holding a water gun and getting sprayed with water,A person in a blue jacket is jumping onto a tall cement wall,0.95
A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,A woman is playing the trumpet,0.65
The boy is playing in the mud,A little boy is topless and is serious,0.7
There is no person slicing a potato,A person is performing tricks on a motorcycle,1.0
A person is slicing some mushrooms,The elephant is being ridden by the woman,1.0
A boy is walking across a bridge,A person is stirring vegetables in a bowl,1.0
There is no blond child holding a yellow bottle,Someone is playing the guitar,1.0
A man is climbing a rope,There is no man holding a mask in his raised hand,0.9
A woman is bowling two eggs to a break dancer ,A baby is playing with a doll,1.0
An instrument is being played by a woman in a red dress,A man is climbing up a rope,0.95
A tiger cub is roaring,Two dogs are playing outside,0.95
A woman is taking two eggs out of a pot of water,A man is playing a trumpet,1.0
Two small children are playing with a toy car in the street,A dog is running through a field and is chasing a toy,0.8
Two dogs are playing outside,A dog is running through a field and is chasing a ball,0.1499999999999999
The panda is not eating bamboo,A man on a bicycle is riding on one wheel only,1.0
Skewers are being placed onto a rack by a woman,A dog is jumping high into the air in the country,1.0
The sun is shining on the face of the girl who is in a yellow dress,A young black child is standing on the edge of a body of water near some buckets,0.5
A boy wearing a striped shirt is running barefoot on the sandy hill,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,1.0
A woman is cutting a fish,The man is slicing potatoes,0.5
A dog is playing alone on a beach covered by snow,The buttons of a microwave are being pushed by a man,1.0
One fish is swimming ,The man is slicing bread,1.0
A lion is slowly moving around,A person is slicing a carrot into pieces,1.0
The play is about a happy boy playing the piano,A man is playing the guitar,0.44999999999999996
A boy is playing a game with wooden blocks,Some cheerleaders are dancing,1.0
A young man in a white shirt and gold and black hat is sitting with crossed legs,There is no girl playing the violin on a beach,0.95
The woman is poking a potato,There is no man riding a motorcycle,0.95
A man is sitting on the grass and drinking from a water bottle,The child is delightedly playing with toys outdoors,0.95
A dog is playing on the green grass,The man is not playing a guitar,1.0
Little kids are playing in a water fountain in front of few people,A monkey is brushing the dog,0.85
A man is playing an electric guitar,A group of people is holding drinks and pointing at the camera,1.0
A girl in gold and purple is holding a rainbow afghan,A man is squatting in brush and taking a photo,1.0
A white dog on a leash is walking in the water,A shirtless man is playing football on a lawn,1.0
A large brown dog is jumping over a red hurdle,A young man is running away from the fishing line,1.0
"A dog, which is small, is playing on the green grass",A woman wearing a blue shirt and high heels is standing on the sidewalk next to the man,1.0
A person is reading the email,A person with a green shirt is jumping high over the grass,0.95
A monkey is brushing the dog,One man is jumping off a rock wall and another man is dropping a rope,1.0
A man is playing a violin,A woman is cutting a white onion,1.0
A woman is dancing,The singer is hiring a person to fire the guitar player,0.95
A woman is cutting a vegetable,A man is inside the house and is throwing blades at a close target,1.0
